#BLTrackFile Det3_vd
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-18.836 -4.10103 693.5 -17.8625 -6.13748 1005.96 2.50419 211 1 1 0 1 
-2.37339 11.3151 693.5 -2.70868 8.4276 995.986 2.50427 211 2 1 0 1 
11.0275 15.8726 693.5 3.13386 18.3412 993.101 2.50481 211 4 1 0 1 
17.7426 -9.10618 693.5 29.8052 -9.24451 1001.63 2.50512 211 5 1 0 1 
2.7742 9.41512 693.5 -2.04997 -3.85281 1004.46 2.50383 211 6 1 0 1 
2.66944 35.1993 693.5 2.9288 30.39 988.223 2.50584 211 7 1 0 1 
21.4669 8.24044 693.5 14.8015 14.2255 995.866 2.50481 211 8 1 0 1 
-5.69376 -2.95 693.5 -3.82893 -0.960711 989.313 2.50456 211 9 1 0 1 
12.2437 3.02823 693.5 9.903 8.7791 1002 2.50413 211 10 1 0 1 
15.6772 -3.64543 693.5 14.4448 -16.9339 987.83 2.50521 211 11 1 0 1 
8.04147 3.68463 693.5 12.5509 0.77605 989.045 2.50478 211 12 1 0 1 
-1.52167 -4.18841 693.5 -14.3598 -15.4241 928.83 2.49779 -13 13 1001 1 1 
17.2732 -6.03688 693.5 0.787816 -0.460129 16.2408 2.49346 11 13 1002 1001 1 
7.67976 18.7919 693.5 -0.522235 16.7342 997.25 2.50448 211 14 1 0 1 
-3.26959 -3.97793 693.5 -3.77204 9.58047 992.6 2.50452 211 15 1 0 1 
2.17991 -23.9031 694.5 19.252 -70.3017 -17.649 2.59589 22 15 1003 1002 1 
-33.2904 0.0365237 694.5 -89.088 11.7497 -14.8986 2.62709 22 15 1004 1002 1 
-1.41376 -2.9695 694.5 14.1321 7.14892 -37.7378 2.54293 22 15 1006 1005 1 
-45.4848 -22.2889 694.5 -32.0658 -13.9603 -3.81268 2.67919 22 15 1010 1008 1 
1.17382 -5.1335 693.5 -3.23024 -13.3993 997.807 2.50429 211 16 1 0 1 
14.339 -11.8377 693.5 23.4306 -3.61513 1019.85 2.50374 211 17 1 0 1 
2.14324 -2.32353 693.5 3.08572 -16.2854 1000.4 2.50426 211 18 1 0 1 
36.5218 33.4061 693.5 117.843 145.515 959.708 2.52342 211 19 1 0 1 
-8.9577 10.4104 693.5 -6.00386 9.07589 994.785 2.50439 211 20 1 0 1 
4.47514 -3.99307 693.5 0.910388 -0.904425 992.542 2.50434 211 21 1 0 1 
-5.3436 19.8036 693.5 -2.51169 11.3516 1001.31 2.50416 211 22 1 0 1 
24.5349 5.40062 693.5 27.3768 4.55067 999.682 2.50485 211 23 1 0 1 
3.65775 15.3593 693.5 8.18821 16.9732 1008.82 2.50399 211 24 1 0 1 
-16.4106 0.722381 693.5 -12.4981 -2.40538 996.522 2.5044 211 25 1 0 1 
-3.24436 -12.8991 693.5 -9.84096 -11.1314 990.564 2.50481 211 26 1 0 1 
5.79561 -10.9667 693.5 13.62 -20.7811 1011.11 2.50408 211 27 1 0 1 
1.59525 -11.3481 693.5 -1.58975 -9.24595 998.888 2.5042 211 28 1 0 1 
16.0266 5.15579 693.5 18.9272 10.1903 1018.76 2.50365 211 29 1 0 1 
5.66116 -9.63704 693.5 9.6692 -1.10036 998.853 2.5042 211 30 1 0 1 
-17.8722 6.60518 693.5 -29.9068 -0.575443 991.288 2.50547 211 31 1 0 1 
-17.8536 3.29543 693.5 -21.1174 -0.461614 988.949 2.50504 211 32 1 0 1 
10.7363 -4.82251 693.5 14.2868 -10.2399 998.592 2.50446 211 33 1 0 1 
3.36189 -5.9639 693.5 -4.5162 -19.0705 963.952 2.50624 211 34 1 0 1 
6.11002 -1.86704 694.5 131.009 197.48 -122.613 2.5871 2112 34 1005 1 1 
11.8443 5.58859 694.5 34.0048 46.5047 -10.3534 2.56714 22 34 1007 1006 1 
3.35377 -7.21698 694.5 0.407109 -55.3883 -121.25 2.52783 22 34 1008 1006 1 
-6.22985 -13.5098 693.5 -3.19434 -6.81647 972.009 2.50549 211 35 1 0 1 
-4.01474 -8.63692 693.5 -2.12696 -11.7999 994.436 2.50448 211 36 1 0 1 
-7.05817 -3.79082 693.5 -1.00435 -2.78794 991.604 2.50444 211 37 1 0 1 
6.21677 -9.59362 693.5 8.17447 -12.3732 998.323 2.50438 211 38 1 0 1 
-6.80462 -10.9483 693.5 -9.27045 -6.01372 976.648 2.50532 211 39 1 0 1 
-1.29236 5.8095 693.5 6.08331 4.67875 978.162 2.50517 211 40 1 0 1 
5.06858 0.914668 693.5 -2.80604 5.97531 1002.84 2.50394 211 41 1 0 1 
11.8566 9.40769 693.5 14.2 10.0828 987.242 2.50499 211 42 1 0 1 
15.2155 4.72032 693.5 3.94374 -2.73142 995.664 2.50424 211 43 1 0 1 
-4.20313 -17.3558 693.5 -0.294414 -26.9611 996.389 2.50497 211 44 1 0 1 
33.017 -13.5439 693.5 0.350524 -0.00875327 2.72032 2.52154 11 44 1001 1 1 
-1.0689 -4.58233 693.5 -2.20396 -3.94263 981.416 2.50477 211 45 1 0 1 
19.4609 6.00472 693.5 9.25642 3.07877 1012.25 2.50361 211 46 1 0 1 
1.41374 8.6018 693.5 -4.90205 13.1221 993.051 2.50459 211 47 1 0 1 
5.33811 8.75883 693.5 3.89772 14.2156 1005.72 2.50399 211 48 1 0 1 
-2.24085 -4.60634 693.5 5.88302 0.477915 998.793 2.50413 211 49 1 0 1 
22.1221 2.38376 693.5 12.7337 1.68086 1013.29 2.5036 211 50 1 0 1 
-0.911606 3.97626 693.5 -1.99382 4.61478 986.796 2.50462 211 51 1 0 1 
-15.1656 6.03951 693.5 -17.1905 -5.40875 974.761 2.50561 211 52 1 0 1 
-5.78007 0.196492 693.5 -0.0548724 4.21652 976.732 2.50519 211 53 1 0 1 
-3.94726 -6.66048 693.5 -10.4248 -5.92978 1001.29 2.50412 211 54 1 0 1 
13.3229 -24.6896 693.5 9.23375 -28.097 994.36 2.5054 211 55 1 0 1 
-13.9475 9.38568 693.5 -21.7426 7.70689 986.369 2.50488 211 56 1 0 1 
26.9286 -30.5467 693.5 1.32123 -1.47455 11.5859 2.51031 11 56 1001 1 1 
28.9166 -0.662126 693.5 25.6465 -8.58427 968.093 2.50659 211 57 1 0 1 
-4.54862 -19.7821 693.5 -8.61058 -10.6102 1001.34 2.50424 211 58 1 0 1 
-7.53038 16.4558 693.5 3.04466 14.2339 1000.17 2.50429 211 60 1 0 1 
-0.136293 -3.35518 693.5 2.31274 1.70843 995.572 2.50425 211 61 1 0 1 
-0.118514 -19.1281 693.5 -6.71596 -14.7692 991.514 2.5047 211 62 1 0 1 
15.5513 -11.7373 693.5 18.7468 -14.1124 1006.28 2.50428 211 63 1 0 1 
10.2993 -1.97896 693.5 10.229 4.84989 984.596 2.50489 211 64 1 0 1 
