#BLTrackFile Det1_vd
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-7.69645 -0.670681 93.5 -18.5693 -4.34418 1010.14 0.483296 211 1 1 0 1 
-0.931984 6.10518 93.5 -3.78647 7.6537 1000.8 0.483314 211 2 1 0 1 
2.51303 0.528068 93.5 -7.95962 12.7513 994.97 0.483405 211 3 1 0 1 
-16.6491 27.4317 94.5 -1.56435 2.19525 -0.608031 0.624286 22 3 1002 1 1 
4.60977 6.33914 94.5 16.6568 43.8961 -57.1239 0.920222 2112 3 1003 1 1 
8.61641 4.42637 93.5 4.41585 17.3372 996.557 0.483412 211 4 1 0 1 
-0.171983 -2.9796 93.5 27.5341 -8.92136 1005.84 0.483447 211 5 1 0 1 
3.9766 11.4871 93.5 -5.12393 -1.41828 1007.86 0.483239 211 6 1 0 1 
0.793688 16.3898 93.5 2.74293 32.7413 991.465 0.483644 211 7 1 0 1 
11.688 0.022025 93.5 18.3618 16.4254 999.45 0.483453 211 8 1 0 1 
-3.61237 -1.63546 93.5 -2.73088 -2.60769 992.656 0.483376 211 9 1 0 1 
5.87395 -1.43657 93.5 11.6909 5.60266 1005.42 0.483294 211 10 1 0 1 
7.24559 6.59658 93.5 12.902 -16.9503 990.996 0.483498 211 11 1 0 1 
0.125923 3.58408 93.5 15.3759 0.122443 992.287 0.483433 211 12 1 0 1 
8.05816 4.25733 93.5 -2.77776 4.72345 1022.41 0.483111 211 13 1 0 1 
7.74748 8.95117 93.5 2.13311 15.8387 1000.75 0.483358 211 14 1 0 1 
-0.9454 -9.8464 93.5 -4.30136 9.45121 995.853 0.483368 211 15 1 0 1 
3.07482 3.01435 93.5 -3.06766 -12.6217 1005 0.483298 211 16 1 0 1 
0.230466 -9.43639 93.5 16.8716 -2.36238 1023.46 0.48316 211 17 1 0 1 
0.174121 6.75726 93.5 2.26884 -11.3658 1004.15 0.483298 211 18 1 0 1 
2.41646 -8.74823 93.5 -6.08538 -9.17365 1005.3 0.483284 211 19 1 0 1 
-5.01234 5.61342 93.5 -4.68814 5.10272 998.605 0.483328 211 20 1 0 1 
3.84441 -3.86701 93.5 1.8132 -4.00734 997.61 0.483331 211 21 1 0 1 
-3.76656 12.3331 93.5 -4.21446 12.5762 1004.89 0.483301 211 22 1 0 1 
8.81309 2.83434 93.5 22.0262 4.03288 1003.37 0.483391 211 23 1 0 1 
-0.857729 5.36475 93.5 6.75193 13.5443 1012.44 0.483244 211 24 1 0 1 
-8.51109 1.90966 93.5 -12.613 1.7216 1000.11 0.483342 211 25 1 0 1 
2.99038 -5.64213 93.5 -12.0497 -13.0213 993.699 0.483438 211 26 1 0 1 
-1.91003 0.220508 93.5 14.5866 -17.7347 1016.64 0.483275 211 27 1 0 1 
1.47764 -5.79735 93.5 4.57182 -10.833 1002.06 0.483318 211 28 1 0 1 
5.32541 -0.88533 93.5 18.0872 7.11761 1022.37 0.48319 211 29 1 0 1 
-0.226244 -9.84345 93.5 10.1582 1.12836 1002.25 0.483308 211 30 1 0 1 
-0.496712 7.10643 93.5 -29.6189 -1.23137 995.489 0.483556 211 31 1 0 1 
-5.44514 3.6914 93.5 -18.104 0.794574 993.582 0.483443 211 32 1 0 1 
1.67017 1.10456 93.5 11.3427 -7.90423 1002.4 0.483327 211 33 1 0 1 
6.1038 4.97971 93.5 -2.23035 -15.2027 967.492 0.483679 211 34 1 0 1 
-4.09214 -9.12285 93.5 -3.62855 -7.55433 975.618 0.483555 211 35 1 0 1 
-2.19112 -1.64742 93.5 -4.46046 -11.8075 997.424 0.483366 211 36 1 0 1 
-5.94481 -2.48774 93.5 0.814808 -2.88436 994.782 0.483355 211 37 1 0 1 
1.31184 -1.83142 93.5 7.65315 -13.2829 1002.29 0.483338 211 38 1 0 1 
-1.08011 -6.95189 93.5 -7.78526 -7.44702 981.597 0.483507 211 39 1 0 1 
-5.20536 2.89282 93.5 4.17583 4.90801 981.524 0.48349 211 40 1 0 1 
6.47694 -2.60898 93.5 -6.9787 2.29823 1006.23 0.48326 211 41 1 0 1 
3.68192 3.03371 93.5 13.3393 8.63514 990.754 0.483452 211 42 1 0 1 
12.2351 6.49709 93.5 6.8934 -1.47119 1002.15 0.483296 211 43 1 0 1 
-5.49853 -0.6341 93.5 6.64627 -25.1042 1007.4 0.483394 211 44 1 0 1 
0.421317 -3.29625 93.5 -2.44449 -0.777327 991.108 0.483389 211 45 1 0 1 
13.5257 4.69449 93.5 15.9445 -0.187917 1015.74 0.483221 211 46 1 0 1 
4.19239 0.265421 93.5 -2.23913 12.9593 998.555 0.483359 211 47 1 0 1 
2.50825 0.535725 93.5 5.052 13.0496 1009.68 0.483262 211 48 1 0 1 
-5.95424 -4.44792 93.5 6.38582 -0.330307 1001.94 0.483296 211 49 1 0 1 
14.8419 0.403005 93.5 15.5174 5.21602 1017.9 0.483204 211 50 1 0 1 
-0.142768 1.2248 93.5 0.277915 5.24627 992.885 0.483377 211 51 1 0 1 
-5.08841 8.76723 93.5 -15.1763 -0.149326 978.822 0.483563 211 52 1 0 1 
-6.11537 -2.44267 93.5 -0.324932 4.77675 980.356 0.483497 211 53 1 0 1 
2.39097 -2.99735 93.5 -10.6827 -5.6074 1005.45 0.483288 211 54 1 0 1 
7.34476 -7.47376 93.5 9.45341 -26.4511 997.808 0.483512 211 55 1 0 1 
-1.58769 5.42971 93.5 -20.3423 3.63202 1002.37 0.483383 211 56 1 0 1 
13.139 5.48064 93.5 24.221 -10.8634 971.325 0.483758 211 57 1 0 1 
0.959234 -12.8326 93.5 -11.6107 -11.2879 1005.16 0.483318 211 58 1 0 1 
6.5117 -1.06627 93.5 25.053 -3.37412 1007.04 0.483389 211 59 1 0 1 
-3.50547 -73.7389 94.5 -0.0680394 -0.274146 -1.18955 2.57592 22 59 1003 1 1 
-9.19273 7.70717 93.5 1.52778 14.4412 1003.47 0.483322 211 60 1 0 1 
-0.623273 -4.45105 93.5 -1.15513 0.993931 998.753 0.483316 211 61 1 0 1 
3.83895 -10.7679 93.5 -6.1964 -10.07 995.098 0.483383 211 62 1 0 1 
5.08542 -3.82195 93.5 14.057 -12.956 1010.07 0.483297 211 63 1 0 1 
4.69348 -4.83665 93.5 7.87945 4.28945 988.296 0.483434 211 64 1 0 1 
5.10108 -1.145 93.5 2.70754 -5.51508 992.978 0.483379 211 65 1 0 1 
4.77206 0.444313 93.5 -3.80499 -4.37869 1008.42 0.483235 211 66 1 0 1 
0.249947 -2.82377 93.5 11.9643 -13.1737 1009.03 0.483296 211 67 1 0 1 
3.71432 3.00891 93.5 6.13796 19.9048 1012.02 0.483296 211 68 1 0 1 
9.82999 7.27245 93.5 6.3582 24.0663 1008.06 0.483375 211 69 1 0 1 
1.88302 1.27392 93.5 10.7066 -2.62657 1008.5 0.483255 211 70 1 0 1 
3.4546 7.74145 93.5 -3.13739 -24.9623 1000.17 0.483453 211 71 1 0 1 
0.798674 3.25021 93.5 13.2213 12.4949 987.631 0.483501 211 72 1 0 1 
1.98139 1.30738 93.5 1.2051 -0.280981 1013.61 0.483181 211 73 1 0 1 
-3.27021 1.65735 93.5 -7.12379 -9.75736 995.593 0.48338 211 74 1 0 1 
1.91746 1.28974 93.5 -0.27198 -4.88223 984.104 0.48346 211 75 1 0 1 
3.13028 -1.68699 93.5 5.95592 -16.9802 999.612 0.483385 211 76 1 0 1 
-2.24148 7.92026 93.5 3.92912 10.4154 1005.55 0.483282 211 77 1 0 1 
0.699694 -2.06261 93.5 3.79651 10.1279 1005.71 0.483279 211 78 1 0 1 
