#BLTrackFile Det2_vd
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-13.2641 -1.91465 393.5 -185.777 -41.4305 10006.4 1.47977 211 1 1 0 1 
-2.0688 8.38554 393.5 -37.8916 75.9845 9998.79 1.47955 211 2 1 0 1 
-13.2918 82.4083 393.5 -23.6109 122.756 435.329 1.51855 22 3 1010 1009 1 
-38.5204 46.8698 393.5 -265.385 299.469 1878.72 1.50116 22 3 1011 1009 1 
41.9894 18.2981 393.5 291.975 130.208 2139.89 1.57841 2112 3 1012 1 1 
46.86 12.1622 394.5 0.563579 -0.905061 -0.699026 1.63111 22 3 1015 1012 1 
31.8336 1.3438 394.5 -70.6356 -111.452 -32.3148 2.09268 2112 3 1016 1012 1 
58.8369 -4.88555 394.5 124.952 -181.198 -39.3904 1.71353 211 3 1019 1012 1 
-23.996 -23.0093 393.5 -76.5176 -58.5828 789.063 1.51747 -211 3 1028 1026 1 
-18.7898 12.5463 393.5 -80.4188 45.0521 1098.6 1.57714 130 3 1029 1 1 
-36.9441 28.0919 393.5 -105.637 73.5998 777.764 1.49263 22 3 1037 1035 1 
9.97299 9.61075 393.5 45.1995 172.654 9992.95 1.47974 211 4 1 0 1 
7.928 -5.60189 393.5 269.857 -87.3605 10000.3 1.4801 211 5 1 0 1 
2.48874 11.0284 393.5 -49.5754 -15.3484 10006 1.47952 211 6 1 0 1 
1.68521 26.3138 393.5 29.7448 330.284 9983.92 1.48032 211 7 1 0 1 
17.2626 4.91109 393.5 185.807 162.831 9994.89 1.47995 211 8 1 0 1 
-4.41398 -2.41741 393.5 -26.665 -26.0338 9991.08 1.47951 211 9 1 0 1 
9.37204 0.201241 393.5 116.667 54.5699 10002.4 1.47962 211 10 1 0 1 
11.0694 1.53136 393.5 127.19 -168.539 9987.33 1.47984 211 11 1 0 1 
4.72685 3.59602 393.5 153.142 0.364442 9989.67 1.47968 211 12 1 0 1 
7.24515 5.64567 393.5 -27.1532 46.376 10020.5 1.47952 211 13 1 0 1 
8.51303 13.735 393.5 25.68 159.473 9997.77 1.47969 211 14 1 0 1 
-2.15989 -7.07187 393.5 -40.3498 92.3304 9993.79 1.47958 211 15 1 0 1 
