#BLTrackFile Det3_vd
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-18.9321 -4.94745 693.5 -8.62171 -3.96867 505.832 2.57259 211 1 1 0 1 
-1.55976 12.1145 693.5 -0.899789 4.86263 495.811 2.57567 211 2 1 0 1 
10.7663 16.9408 693.5 0.889324 9.65312 492.974 2.57748 211 4 1 0 1 
19.3378 -9.94941 693.5 16.2468 -4.81152 501.618 2.57501 211 5 1 0 1 
5.02947 8.17851 693.5 1.14393 -3.13463 504.272 2.57278 211 6 1 0 1 
20.2492 6.69758 693.5 5.69951 6.29558 495.791 2.57631 211 8 1 0 1 
-6.2236 -2.68688 693.5 -2.594 0.366327 489.108 2.57849 211 9 1 0 1 
11.516 4.15364 693.5 3.88294 5.98746 501.845 2.57383 211 10 1 0 1 
16.3515 -3.60814 693.5 7.98422 -8.35603 487.748 2.57966 211 11 1 0 1 
6.59095 3.74412 693.5 4.7929 0.78488 488.898 2.57873 211 12 1 0 1 
6.20189 19.101 693.5 -1.74703 8.74724 497.107 2.57572 211 14 1 0 1 
-2.99122 -3.79542 693.5 -1.61119 4.83115 492.43 2.57732 211 15 1 0 1 
1.10536 -5.86333 693.5 -1.79621 -7.31934 497.68 2.5749 211 16 1 0 1 
18.5919 -12.8405 693.5 15.3508 -2.45354 519.716 2.56845 211 17 1 0 1 
2.82072 -4.73352 693.5 2.03784 -10.763 500.212 2.57458 211 18 1 0 1 
-10.5726 10.0821 693.5 -5.11303 3.37768 494.481 2.5765 211 20 1 0 1 
3.17289 -2.34973 693.5 0.132465 1.28961 492.409 2.57687 211 21 1 0 1 
-4.51378 19.7573 693.5 -0.641856 5.05152 501.151 2.57404 211 22 1 0 1 
4.18394 17.4229 693.5 4.8808 10.4241 508.673 2.57167 211 24 1 0 1 
-16.6878 -1.46332 693.5 -6.05801 -3.08359 496.35 2.57587 211 25 1 0 1 
-2.18535 -12.2168 693.5 -3.81967 -4.47392 490.445 2.57825 211 26 1 0 1 
4.85658 -11.6386 693.5 6.42804 -11.9882 511.062 2.5706 211 27 1 0 1 
-1.0699 -9.67539 693.5 -3.85894 -2.61448 498.723 2.57494 211 28 1 0 1 
16.1279 7.16604 693.5 10.1264 7.00814 518.653 2.56834 211 29 1 0 1 
5.56328 -10.1422 693.5 4.77236 -1.73931 498.679 2.57495 211 30 1 0 1 
-17.3927 6.92658 693.5 -15.0984 0.169293 491.294 2.57842 211 31 1 0 1 
-17.585 -0.405702 693.5 -8.16816 -4.81057 489.211 2.57875 211 32 1 0 1 
13.1913 -6.08801 693.5 8.76291 -6.40209 498.422 2.57545 211 33 1 0 1 
1.60971 -7.68088 693.5 -3.75403 -11.3076 463.756 2.58976 211 34 1 0 1 
-6.1162 -13.2258 693.5 -1.30759 -2.93268 471.789 2.58566 211 35 1 0 1 
-3.08541 -8.47241 693.5 0.194097 -5.80533 494.294 2.57668 211 36 1 0 1 
-9.27182 -3.73196 693.5 -2.29981 -2.0335 491.405 2.57766 211 37 1 0 1 
6.57453 -9.46045 693.5 4.37146 -5.7775 498.162 2.57522 211 38 1 0 1 
-7.6845 -10.5269 693.5 -5.15217 -2.34161 476.507 2.58365 211 39 1 0 1 
0.202852 5.78473 693.5 3.99489 2.2834 477.95 2.58312 211 40 1 0 1 
8.0875 3.54445 693.5 1.0091 5.58267 502.645 2.5735 211 41 1 0 1 
12.0232 10.7648 693.5 7.59627 5.9629 487.091 2.57963 211 42 1 0 1 
14.2807 4.07324 693.5 0.778271 -1.50277 495.49 2.5758 211 43 1 0 1 
-6.76018 -18.8917 693.5 -3.31304 -14.3008 497.51 2.5753 211 44 1 0 1 
-1.50654 -4.96905 693.5 -1.6794 -2.80531 482.565 2.57998 211 45 1 0 1 
15.5869 7.07962 693.5 0.690373 2.57755 512.101 2.57006 211 46 1 0 1 
0.0254775 9.2748 693.5 -3.67277 6.68715 493.022 2.57709 211 47 1 0 1 
5.31138 9.37123 693.5 1.63113 8.00426 505.552 2.57245 211 48 1 0 1 
-2.27267 -4.53361 693.5 2.82939 0.718219 498.616 2.57491 211 49 1 0 1 
20.4362 1.16986 693.5 5.38881 -1.00121 513.13 2.56967 211 50 1 0 1 
-2.04387 3.02694 693.5 -2.34627 1.26441 486.694 2.57892 211 51 1 0 1 
-15.7837 2.92504 693.5 -9.09373 -5.77981 474.559 2.58473 211 52 1 0 1 
-5.17091 0.154561 693.5 0.14604 2.21509 476.498 2.5836 211 53 1 0 1 
-3.88397 -6.93927 693.5 -5.06313 -3.05866 501.155 2.57389 211 54 1 0 1 
