#BLTrackFile Det3_vd
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-18.8353 -3.11354 693.5 -148.277 -32.2771 8004.89 2.48087 211 1 1 0 1 
-3.10713 10.6444 693.5 -27.5713 60.2815 7995.71 2.48051 211 2 1 0 1 
-42.4413 -60.6614 693.5 -143.25 -195.733 1883.71 2.726 2112 3 1011 1 1 
-23.408 51.8459 693.5 -34.2603 69.715 801.137 2.51891 211 3 1015 1 1 
11.3892 14.7841 693.5 37.5915 138.049 7991.49 2.48082 211 4 1 0 1 
16.0202 -8.18211 693.5 216.573 -69.0334 7999.14 2.48143 211 5 1 0 1 
0.876853 10.624 693.5 -43.4096 -10.4661 8004.32 2.48046 211 6 1 0 1 
2.66533 36.1671 693.5 25.7295 261.993 7982.93 2.48179 211 7 1 0 1 
22.9127 9.78313 693.5 150.176 130.1 7993.73 2.48119 211 8 1 0 1 
-5.24126 -3.15967 693.5 -22.231 -19.7698 7989.51 2.48044 211 9 1 0 1 
12.8981 1.83623 693.5 93.997 43.8463 8000.98 2.48063 211 10 1 0 1 
14.8263 -3.62879 693.5 100.533 -137.945 7986.13 2.48099 211 11 1 0 1 
9.25098 3.59461 693.5 120.731 0.129885 7988.27 2.48072 211 12 1 0 1 
44.6611 83.3735 693.5 98.859 205.088 766.608 3.07058 2112 13 1001 1 1 
11.6648 -26.4838 693.5 19.7969 -143.232 1292.49 2.49194 -211 13 1008 1 1 
0.660566 -7.02826 693.5 -110.286 -213.992 4884 2.48187 211 13 1010 1 1 
9.40412 18.5177 693.5 22.9716 127.224 7996.58 2.48075 211 14 1 0 1 
-3.31995 -4.3217 693.5 -31.4322 73.7599 7990.93 2.48055 211 15 1 0 1 
-0.12832 1.67892 694.5 1.51724 2.76488 -4.80615 2.55906 22 15 1002 1 1 
1.23425 -4.51427 693.5 -24.9139 -101.324 7999.73 2.48063 211 16 1 0 1 
10.1857 -10.9235 693.5 133.516 -21.2102 8019.32 2.48077 211 17 1 0 1 
1.62176 -0.266456 693.5 19.0732 -94.7611 7999.84 2.4806 211 18 1 0 1 
-5.31646 -16.5094 693.5 -161.004 -135.485 7998.44 2.48085 211 19 1 0 1 
-7.73288 8.80074 693.5 -35.6853 42.9141 7995.14 2.48049 211 20 1 0 1 
5.04328 -6.22272 693.5 15.5366 -30.8425 7993.89 2.48045 211 21 1 0 1 
-6.18876 19.787 693.5 -33.455 98.7061 8000.78 2.48064 211 22 1 0 1 
21.6513 5.5935 693.5 170.453 38.4034 7998.09 2.48102 211 23 1 0 1 
3.0539 13.2178 693.5 53.2678 104.499 8008.12 2.48069 211 24 1 0 1 
-16.0462 2.7949 693.5 -99.9159 11.1237 7995.79 2.48063 211 25 1 0 1 
-4.28871 -13.3928 693.5 -96.3179 -101.984 7989.53 2.48082 211 26 1 0 1 
6.93699 -10.2666 693.5 118.073 -140.994 8010.93 2.48107 211 27 1 0 1 
3.99539 -12.241 693.5 33.2143 -88.4515 7995.03 2.48059 211 28 1 0 1 
15.8943 3.25128 693.5 140.554 55.1305 8017.13 2.48087 211 29 1 0 1 
5.75794 -9.14201 693.5 80.0784 8.26664 7996.98 2.48055 211 30 1 0 1 
-18.1498 6.34909 693.5 -235.124 -9.81743 7988.47 2.48151 211 31 1 0 1 
-16.3054 4.28712 693.5 -144.483 8.57109 7987.75 2.48084 211 32 1 0 1 
8.38908 -3.60285 693.5 90.5711 -61.5695 7997.8 2.48066 211 33 1 0 1 
4.51911 -4.46862 693.5 -21.3725 -124.462 7961.88 2.48075 211 34 1 0 1 
-6.35763 -13.7733 693.5 -30.5849 -62.7662 7971.42 2.48052 211 35 1 0 1 
-4.9679 -8.72121 693.5 -37.7776 -92.2305 7993.65 2.48063 211 36 1 0 1 
-5.61743 -4.14073 693.5 4.61566 -22.9782 7990.92 2.48044 211 37 1 0 1 
5.59886 -9.79102 693.5 55.4123 -106.596 7996.19 2.48071 211 38 1 0 1 
-5.88612 -11.6166 693.5 -64.5852 -61.7947 7977.67 2.48058 211 39 1 0 1 
-2.45268 5.86483 693.5 37.4503 39.7738 7977.95 2.48048 211 40 1 0 1 
2.55164 -1.02977 693.5 -51.57 20.937 8002.92 2.48049 211 41 1 0 1 
11.7535 8.22863 693.5 107.562 68.6041 7986.02 2.48075 211 42 1 0 1 
16.2013 5.52957 693.5 51.8599 -12.1743 7998.8 2.48048 211 43 1 0 1 
-1.72242 -15.763 693.5 47.7427 -201.102 7996.35 2.48126 211 44 1 0 1 
27.6793 -36.2541 693.5 0.336942 -0.271913 3.1713 2.50387 11 44 1001 1 1 
-1.17188 -3.78194 693.5 -21.4909 -6.31229 7987.56 2.48044 211 45 1 0 1 
22.7464 4.71066 693.5 121.951 1.54134 8010.57 2.48072 211 46 1 0 1 
2.84976 7.97576 693.5 -18.0912 101.902 7994.14 2.48064 211 47 1 0 1 
5.36798 8.00686 693.5 36.8134 97.5865 8005.84 2.48065 211 48 1 0 1 
-2.27596 -4.65128 693.5 49.5688 -4.58742 7998.72 2.48047 211 49 1 0 1 
23.9888 3.3632 693.5 121.829 39.7574 8013.78 2.48074 211 50 1 0 1 
0.13392 4.2882 693.5 4.42385 40.0446 7988.81 2.48046 211 51 1 0 1 
-14.4222 8.5205 693.5 -124.791 -2.6882 7967.02 2.48073 211 52 1 0 1 
-6.25263 0.600069 693.5 -2.07138 41.3082 7976.76 2.48046 211 53 1 0 1 
-3.91077 -6.40587 693.5 -84.0941 -46.4508 8001.22 2.4806 211 54 1 0 1 
13.0346 -23.3338 693.5 76.7188 -210.024 7991.28 2.48141 211 55 1 0 1 
-14.0049 7.51901 693.5 -166.208 26.9598 7997.63 2.48097 211 56 1 0 1 
28.3021 -1.16394 693.5 201.885 -87.7532 7965.24 2.48137 211 57 1 0 1 
-5.81368 -19.3135 693.5 -89.2516 -85.9385 8000.67 2.48073 211 58 1 0 1 
21.7929 -3.1695 693.5 205.897 -28.0328 7998.11 2.48124 211 59 1 0 1 
22.7617 -1.93679 694.5 102.253 138.411 -117.135 2.51683 2112 59 1002 1001 1 
22.506 -2.33581 694.5 189.479 241.836 -304.653 2.52009 1000010030 59 1003 1001 1 
21.7041 -3.23079 694.5 -29.2432 -9.22874 -212.922 2.5037 2212 59 1007 1 1 
25.9144 -7.09029 694.5 169.58 -164.168 -43.4387 2.58001 3222 59 1014 1 1 
-8.45779 16.3252 693.5 9.93085 115.378 7985.28 2.48069 211 60 1 0 1 
-1.31072 -3.94846 693.5 -10.0365 6.866 7995.32 2.48043 211 61 1 0 1 
0.0128161 -17.1472 693.5 -52.3496 -86.364 7990.15 2.48061 211 62 1 0 1 
13.2289 -11.4357 693.5 109.906 -102.137 8005.18 2.48086 211 63 1 0 1 
9.2794 -2.31013 693.5 58.9007 33.5632 7984.05 2.48052 211 64 1 0 1 
6.81403 -4.44412 693.5 22.6391 -44.5331 7989.37 2.48047 211 65 1 0 1 
2.58709 -2.31849 693.5 -28.4546 -37.178 8005.05 2.48047 211 66 1 0 1 
7.34609 -10.6553 693.5 93.5056 -105.027 8004.87 2.48081 211 67 1 0 1 
7.30544 14.4584 693.5 47.2281 151.689 8005.22 2.48093 211 68 1 0 1 
13.7261 21.639 693.5 51.9734 192.163 8002.33 2.48119 211 69 1 0 1 
8.49989 -0.300898 693.5 87.955 -20.9809 8003.17 2.48058 211 70 1 0 1 
1.70075 -7.42399 693.5 -23.2308 -203.362 7994.02 2.48123 211 71 1 0 1 
8.98249 10.7826 693.5 109.455 99.5825 7983.14 2.48085 211 72 1 0 1 
2.62618 1.20815 693.5 8.77879 -0.742228 8010.06 2.48043 211 73 1 0 1 
