#BLTrackFile Det1_vd
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-7.69645 -0.670681 93.5 -92.0875 -21.5433 5009.43 0.478935 211 1 1 0 1 
-0.931984 6.10518 93.5 -18.9197 38.243 5000.65 0.478868 211 2 1 0 1 
2.51303 0.528068 93.5 -39.9554 64.0085 4994.51 0.478906 211 3 1 0 1 
-8.08125 20.2197 94.5 0.101966 1.02077 -2.87596 0.876463 22 3 1010 1005 1 
-18.9843 21.2819 94.5 -56.7251 34.2994 -39.3711 1.35923 2112 3 1011 1005 1 
8.61641 4.42637 93.5 22.1374 86.9145 4995.91 0.478928 211 4 1 0 1 
-0.171983 -2.9796 93.5 136.986 -44.385 5004.18 0.479049 211 5 1 0 1 
3.9766 11.4871 93.5 -25.4596 -7.0471 5007.8 0.478857 211 6 1 0 1 
0.793688 16.3898 93.5 13.803 164.761 4989.27 0.479114 211 7 1 0 1 
11.688 0.022025 93.5 91.8273 82.143 4998.24 0.478996 211 8 1 0 1 
-3.61237 -1.63546 93.5 -13.7351 -13.1155 4992.63 0.478855 211 9 1 0 1 
5.87395 -1.43657 93.5 58.1989 27.8907 5005.09 0.47889 211 10 1 0 1 
7.24559 6.59658 93.5 64.9671 -85.3517 4990.07 0.478962 211 11 1 0 1 
0.125923 3.58408 93.5 77.3501 0.615964 4991.81 0.478909 211 12 1 0 1 
8.05816 4.25733 93.5 -13.6451 23.2029 5022.35 0.478856 211 13 1 0 1 
7.74748 8.95117 93.5 10.6581 79.1379 5000.24 0.478912 211 14 1 0 1 
-0.9454 -9.8464 93.5 -21.5775 47.4114 4995.64 0.478877 211 15 1 0 1 
3.07482 3.01435 93.5 -15.2762 -62.8528 5004.67 0.478891 211 16 1 0 1 
0.230466 -9.43639 93.5 82.8014 -11.594 5022.91 0.478916 211 17 1 0 1 
0.174121 6.75726 93.5 11.3061 -56.6382 5003.88 0.478883 211 18 1 0 1 
2.41646 -8.74823 93.5 -30.2971 -45.6725 5005.06 0.478879 211 19 1 0 1 
-5.01234 5.61342 93.5 -23.4664 25.5416 4998.51 0.478863 211 20 1 0 1 
3.84441 -3.86701 93.5 9.08331 -20.075 4997.57 0.478856 211 21 1 0 1 
-3.76656 12.3331 93.5 -20.9888 62.6317 5004.54 0.478892 211 22 1 0 1 
8.81309 2.83434 93.5 109.813 20.1062 5002.37 0.47897 211 23 1 0 1 
-0.857729 5.36475 93.5 33.4248 67.0497 5012 0.478903 211 24 1 0 1 
-8.51109 1.90966 93.5 -63.0555 8.6067 4999.78 0.47889 211 25 1 0 1 
2.99038 -5.64213 93.5 -60.5467 -65.4286 4993.06 0.478928 211 26 1 0 1 
-1.91003 0.220508 93.5 71.9637 -87.4951 5015.62 0.478972 211 27 1 0 1 
1.47764 -5.79735 93.5 22.8202 -54.0726 5001.79 0.478884 211 28 1 0 1 
5.32541 -0.88533 93.5 88.8398 34.96 5021.65 0.478936 211 29 1 0 1 
-0.226244 -9.84345 93.5 50.6978 5.63145 5002.04 0.478876 211 30 1 0 1 
-0.496712 7.10643 93.5 -148.579 -6.177 4993.72 0.479064 211 31 1 0 1 
-5.44514 3.6914 93.5 -90.9758 3.99287 4992.92 0.478931 211 32 1 0 1 
1.67017 1.10456 93.5 56.6004 -39.4425 5002.02 0.478896 211 33 1 0 1 
6.1038 4.97971 93.5 -11.4503 -78.0487 4966.99 0.478914 211 34 1 0 1 
-4.09214 -9.12285 93.5 -18.5049 -38.5257 4975.47 0.47887 211 35 1 0 1 
-2.19112 -1.64742 93.5 -22.3469 -59.1558 4997.1 0.478889 211 36 1 0 1 
-5.94481 -2.48774 93.5 4.09112 -14.4822 4994.76 0.478853 211 37 1 0 1 
1.31184 -1.83142 93.5 38.1922 -66.2868 5001.83 0.478907 211 38 1 0 1 
